auth	11	0	1	12	0.08333333333333333
auto	29	0	1	30	0.03333333333333333
aux	0	0	2	2	1.0
au	0	29	84	113	0.7433628318584071
ave	17	0	1	18	0.05555555555555555
av	41	1	13	55	0.23636363636363636
awe	1	1	3	5	0.6
awed	0	0	1	1	1.0
awk	0	0	2	2	1.0
awl	0	0	1	1	1.0
awn	0	0	2	2	1.0
aw	16	9	4	29	0.13793103448275862
ax	0	0	10	10	1.0
aye	0	0	1	1	1.0
az	1	0	5	6	0.8333333333333334
a	0	1926	566	2492	0.22712680577849118
baa	0	1	2	3	0.6666666666666666
baas	0	0	1	1	1.0
babe	1	1	1	3	0.3333333333333333
babel	1	0	1	2	0.5
bab	10	2	6	18	0.3333333333333333
bach	0	0	1	1	1.0
back	0	2	50	52	0.9615384615384616
backed	0	0	1	1	1.0
backs	12	0	1	13	0.07692307692307693
bac	4	53	8	65	0.12307692307692308
bad	0	3	8	11	0.7272727272727273
bade	0	0	1	1	1.0
badge	1	0	1	2	0.5
badg	0	1	1	2	0.5
baf	0	0	4	4	1.0
bag	3	2	13	18	0.7222222222222222
bagh	0	0	1	1	1.0
bags	0	0	1	1	1.0
bah	0	1	1	2	0.5
baht	0	0	1	1	1.0
bail	1	1	8	10	0.8
bails	0	0	1	1	1.0
bairn	0	0	1	1	1.0
bait	0	0	2	2	1.0
baize	0	0	1	1	1.0
bai	0	13	1	14	0.07142857142857142
bake	6	0	2	8	0.25
bak	3	2	7	12	0.5833333333333334
bald	4	0	4	8	0.5
bale	2	0	3	5	0.6
balk	1	0	6	7	0.8571428571428571
ball	16	1	4	21	0.19047619047619047
balls	0	0	1	1	1.0
balm	0	0	6	6	1.0
bal	2	24	37	63	0.5873015873015873
bam	0	0	3	3	1.0
ban	6	30	34	70	0.4857142857142857
band	12	1	12	25	0.48
bands	1	0	1	2	0.5
bane	0	0	2	2	1.0
bang	2	1	3	6	0.5
bangs	0	0	1	1	1.0
bank	0	1	8	9	0.8888888888888888
banks	0	0	1	1	1.0
banns	0	0	1	1	1.0
bans	1	0	1	2	0.5
bap	0	0	9	9	1.0
bar	7	25	84	116	0.7241379310344828
barb	21	1	1	23	0.043478260869565216
barbed	0	0	1	1	1.0
bard	0	0	2	2	1.0
bare	2	0	9	11	0.8181818181818182
barge	0	0	1	1	1.0
barg	2	1	1	4	0.25
bark	3	0	4	7	0.5714285714285714
barn	2	0	3	5	0.6
barque	0	0	1	1	1.0
barred	0	0	1	1	1.0
bart	3	0	1	4	0.25
base	2	0	9	11	0.8181818181818182
bash	0	0	3	3	1.0
bask	5	0	1	6	0.16666666666666666
bass	5	0	4	9	0.4444444444444444
bast	9	1	3	13	0.23076923076923078
baste	1	0	1	2	0.5
bas	11	21	26	58	0.4482758620689655
bat	7	16	25	48	0.5208333333333334
batch	0	0	1	1	1.0
bate	2	1	1	4	0.25
bates	0	0	1	1	1.0
bath	2	1	10	13	0.7692307692307693
bathe	3	0	1	4	0.25
bats	0	0	2	2	1.0
baud	0	0	1	1	1.0
baux	0	0	1	1	1.0
bau	0	2	1	3	0.3333333333333333
bawd	1	0	7	8	0.875
bawl	0	0	2	2	1.0
baw	0	9	1	10	0.1
bay	1	0	7	8	0.875
ba	0	481	57	538	0.10594795539033457
beach	0	0	2	2	1.0
bead	1	0	7	8	0.875
beak	0	0	3	3	1.0
beam	0	0	2	2	1.0
bean	0	0	7	7	1.0
bear	0	4	7	11	0.6363636363636364
beard	0	0	4	4	1.0
beast	0	0	4	4	1.0
beat	5	0	5	10	0.5
beau	0	2	11	13	0.8461538461538461
beaut	7	0	1	8	0.125
beaux	0	0	1	1	1.0
bea	5	54	5	64	0.078125
beck	0	0	3	3	1.0
bed	13	1	22	36	0.6111111111111112
beds	5	0	1	6	0.16666666666666666
bee	0	19	8	27	0.2962962962962963
beech	0	0	3	3	1.0
beef	0	0	8	8	1.0
been	0	0	1	1	1.0
beep	0	0	2	2	1.0
beer	0	1	1	2	0.5
beers	0	0	1	1	1.0
bees	0	0	1	1	1.0
beet	2	0	1	3	0.3333333333333333
beeves	0	0	1	1	1.0
beg	24	0	6	30	0.2
beige	0	0	1	1	1.0
bei	1	1	1	3	0.3333333333333333
bel	25	12	20	57	0.3508771929824561
belch	0	0	1	1	1.0
bell	12	1	6	19	0.3157894736842105
belle	1	0	1	2	0.5
belt	0	0	4	4	1.0
bench	0	0	2	2	1.0
bend	0	1	4	5	0.8
bends	0	0	1	1	1.0
bene	16	0	1	17	0.058823529411764705
bent	4	0	2	6	0.3333333333333333
ben	11	10	25	46	0.5434782608695652
berg	1	0	1	2	0.5
berke	1	0	1	2	0.5
berth	1	0	1	2	0.5
ber	9	3	15	27	0.5555555555555556
best	19	0	1	20	0.05
bes	40	1	9	50	0.18
bet	23	3	6	32	0.1875
bete	1	0	1	2	0.5
beth	3	0	2	5	0.4
bev	0	0	10	10	1.0
bey	1	0	1	2	0.5
bez	0	0	1	1	1.0
be	0	236	217	453	0.47902869757174393
bhang	0	0	1	1	1.0
bhu	0	0	1	1	1.0
bia	9	0	1	10	0.1
bib	1	1	7	9	0.7777777777777778
bibliog	1	0	1	2	0.5
bick	0	0	3	3	1.0
bid	1	1	8	10	0.8
bide	2	0	1	3	0.3333333333333333
bier	0	0	1	1	1.0
big	0	1	16	17	0.9411764705882353
bight	0	0	1	1	1.0
bike	0	0	1	1	1.0
bik	1	1	1	3	0.3333333333333333
bile	0	0	1	1	1.0
bilge	0	0	1	1	1.0
bilk	0	0	2	2	1.0
bill	13	0	5	18	0.2777777777777778
bil	2	9	15	26	0.5769230769230769
bin	2	9	7	18	0.3888888888888889
bind	1	0	7	8	0.875
binge	0	0	1	1	1.0
bing	1	1	1	3	0.3333333333333333
birch	0	0	3	3	1.0
bird	0	0	9	9	1.0
birth	0	0	6	6	1.0
bir	2	18	1	21	0.047619047619047616
bish	0	0	2	2	1.0
bisque	0	0	1	1	1.0
bis	8	3	7	18	0.3888888888888889
bit	2	5	11	18	0.6111111111111112
bitch	0	0	4	4	1.0
bite	1	0	1	2	0.5
biv	2	0	2	4	0.5
bi	0	128	89	217	0.41013824884792627
blab	0	0	3	3	1.0
black	0	0	21	21	1.0
blade	0	0	1	1	1.0
blad	0	1	1	2	0.5
blain	0	0	1	1	1.0
blame	1	1	4	6	0.6666666666666666
blamed	0	0	1	1	1.0
blam	0	5	4	9	0.4444444444444444
blanch	0	1	1	2	0.5
blanche	0	0	1	1	1.0
blanc	0	2	1	3	0.3333333333333333
bland	2	0	3	5	0.6
blank	2	0	3	5	0.6
blan	0	9	4	13	0.3076923076923077
blare	0	0	1	1	1.0
blar	0	1	2	3	0.6666666666666666
blast	0	0	4	4	1.0
blas	0	4	5	9	0.5555555555555556
blath	0	0	1	1	1.0
blat	3	1	1	5	0.2
blaze	2	0	1	3	0.3333333333333333
blaz	1	1	3	5	0.6
bla	0	67	4	71	0.056338028169014086
bleach	0	0	3	3	1.0
bleak	0	0	4	4	1.0
blear	0	0	4	4	1.0
bleat	0	0	1	1	1.0
bleed	0	0	3	3	1.0
bleep	0	0	1	1	1.0
blem	0	0	1	1	1.0
blench	0	0	2	2	1.0
blend	0	0	4	4	1.0
blent	0	0	1	1	1.0
bless	1	0	4	5	0.8
blest	0	0	1	1	1.0
bles	0	5	1	6	0.16666666666666666
blew	0	0	1	1	1.0
blight	0	0	1	1	1.0
blimp	0	0	1	1	1.0
blind	1	0	6	7	0.8571428571428571
blink	0	1	4	5	0.8
blinks	0	0	1	1	1.0
blintz	0	1	1	2	0.5
blintze	0	0	1	1	1.0
blin	0	13	1	14	0.07142857142857142
blip	0	0	1	1	1.0
bliss	0	0	3	3	1.0
blis	0	3	1	4	0.25
blithe	1	0	4	5	0.8
blith	0	4	1	5	0.2
blitz	0	0	2	2	1.0
bliz	0	0	1	1	1.0
bloat	0	0	3	3	1.0
blob	0	0	2	2	1.0
bloc	0	13	1	14	0.07142857142857142
block	0	1	12	13	0.9230769230769231
blocked	0	0	1	1	1.0
bloke	0	0	1	1	1.0
blond	0	1	2	3	0.6666666666666666
blonde	0	0	1	1	1.0
blood	0	0	19	19	1.0
bloom	1	1	9	11	0.8181818181818182
bloomed	0	0	1	1	1.0
bloop	0	0	1	1	1.0
bloo	0	30	1	31	0.03225806451612903
blos	0	0	2	2	1.0
blot	0	4	4	8	0.5
blotch	0	0	4	4	1.0
blouse	0	0	1	1	1.0
blous	1	1	2	4	0.5
blou	0	3	1	4	0.25
blow	1	5	13	19	0.6842105263157895
blown	0	0	1	1	1.0
blows	0	0	1	1	1.0
blowz	0	0	3	3	1.0
blub	0	0	3	3	1.0
bludg	0	0	1	1	1.0
blue	2	1	17	20	0.85
blues	2	0	1	3	0.3333333333333333
bluff	0	0	2	2	1.0
blunt	0	0	3	3	1.0
blun	0	3	2	5	0.4
blur	0	2	3	5	0.6
blurb	0	0	1	1	1.0
blurt	0	0	1	1	1.0
blush	0	0	3	3	1.0
blus	0	3	3	6	0.5
blu	0	40	5	45	0.1111111111111111
boar	0	5	1	6	0.16666666666666666
board	0	0	5	5	1.0
boast	0	0	5	5	1.0
boat	0	0	6	6	1.0
bob	0	1	15	16	0.9375
bobs	3	0	1	4	0.25
bock	0	0	1	1	1.0
boc	0	1	1	2	0.5
bode	1	0	1	2	0.5
bod	0	1	10	11	0.9090909090909091
bog	5	0	4	9	0.4444444444444444
boil	0	1	3	4	0.75
boiled	0	0	1	1	1.0
bois	0	0	1	1	1.0
bold	0	0	5	5	1.0
bole	2	0	1	3	0.3333333333333333
boll	0	0	1	1	1.0
bolt	0	0	1	1	1.0
bol	11	8	7	26	0.2692307692307692
bomb	7	0	5	12	0.4166666666666667
bom	0	5	7	12	0.5833333333333334
bon	5	17	21	43	0.4883720930232558
bond	0	1	7	8	0.875
bonds	0	0	1	1	1.0
bone	1	1	7	9	0.7777777777777778
boned	0	0	1	1	1.0
bong	1	0	1	2	0.5
boo	0	52	5	57	0.08771929824561403
book	0	0	18	18	1.0
boom	0	0	3	3	1.0
boon	0	0	3	3	1.0
boor	0	0	3	3	1.0
boost	0	0	2	2	1.0
boot	1	2	15	18	0.8333333333333334
booth	0	0	1	1	1.0
boots	1	0	1	2	0.5
booze	1	0	1	2	0.5
booz	0	1	5	6	0.8333333333333334
bop	0	0	2	2	1.0
bore	1	0	2	3	0.6666666666666666
born	0	1	1	2	0.5
borne	0	0	1	1	1.0
borsch	0	1	1	2	0.5
borscht	0	0	1	1	1.0
bort	0	0	1	1	1.0
bor	5	7	13	25	0.52
bosh	0	0	1	1	1.0
bosk	0	0	3	3	1.0
boss	1	0	6	7	0.8571428571428571
bos	0	10	5	15	0.3333333333333333
botch	0	0	6	6	1.0
both	0	0	3	3	1.0
bot	2	9	11	22	0.5
bouf	0	0	1	1	1.0
bough	0	1	1	2	0.5
bought	0	0	1	1	1.0
bouil	0	0	1	1	1.0
boule	2	1	2	5	0.4
boules	0	0	1	1	1.0
boul	1	3	2	6	0.3333333333333333
bounce	1	0	1	2	0.5
bounc	1	1	4	6	0.6666666666666666
bound	0	1	6	7	0.8571428571428571
bounds	0	0	1	1	1.0
boun	0	12	5	17	0.29411764705882354
bourn	0	0	1	1	1.0
bour	0	1	3	4	0.75
bout	3	0	1	4	0.25
bou	0	31	7	38	0.18421052631578946
bow	0	7	17	24	0.7083333333333334
bowd	0	0	2	2	1.0
bowed	0	0	1	1	1.0
bowl	5	1	3	9	0.3333333333333333
bowls	0	0	1	1	1.0
box	0	0	7	7	1.0
boy	0	0	7	7	1.0
bo	0	310	31	341	0.09090909090909091
bra	0	90	13	103	0.1262135922330097
brace	3	0	3	6	0.5
brack	0	0	4	4	1.0
bract	0	0	1	1	1.0
brac	2	8	2	12	0.16666666666666666
brad	0	0	1	1	1.0
brae	0	0	1	1	1.0
brag	0	0	4	4	1.0
braid	0	0	4	4	1.0
braille	0	0	1	1	1.0
brain	0	0	10	10	1.0
braise	0	0	1	1	1.0
brais	0	1	1	2	0.5
brake	0	0	4	4	1.0
brak	0	4	1	5	0.2
bram	0	0	2	2	1.0
bran	0	5	7	12	0.5833333333333334
branch	0	0	3	3	1.0
brand	6	0	2	8	0.25
brash	0	0	3	3	1.0
brass	3	0	6	9	0.6666666666666666
bras	0	9	3	12	0.25
brat	0	0	5	5	1.0
brave	4	0	3	7	0.42857142857142855
brav	3	3	5	11	0.45454545454545453
brawl	0	0	2	2	1.0
brawn	0	0	6	6	1.0
bray	0	0	1	1	1.0
braze	4	0	1	5	0.2
braz	7	1	3	11	0.2727272727272727
breach	0	0	1	1	1.0
bread	0	1	6	7	0.8571428571428571
breadth	0	0	1	1	1.0
break	0	0	15	15	1.0
bream	0	0	1	1	1.0
breast	1	0	6	7	0.8571428571428571
breas	0	6	1	7	0.14285714285714285
breath	0	1	9	10	0.9
breathe	1	0	1	2	0.5
brec	0	0	1	1	1.0
bred	0	0	1	1	1.0
breech	0	0	2	2	1.0
breed	0	0	3	3	1.0
breeze	0	0	2	2	1.0
breez	0	2	6	8	0.75
breth	0	0	1	1	1.0
breve	5	0	1	6	0.16666666666666666
brev	7	1	2	10	0.2
brew	0	0	5	5	1.0
bre	0	65	7	72	0.09722222222222222
bribe	3	0	2	5	0.4
brib	0	2	5	7	0.7142857142857143
brick	0	0	4	4	1.0
bride	0	1	2	3	0.6666666666666666
brides	0	0	1	1	1.0
bridge	1	0	5	6	0.8333333333333334
bridg	0	5	2	7	0.2857142857142857
brid	2	10	2	14	0.14285714285714285
brief	0	1	5	6	0.8333333333333334
briefs	0	0	1	1	1.0
brig	1	5	5	11	0.45454545454545453
bright	0	0	5	5	1.0
bril	0	0	3	3	1.0
brim	0	0	5	5	1.0
brine	0	0	1	1	1.0
bring	1	0	3	4	0.75
brink	0	0	2	2	1.0
brin	1	6	6	13	0.46153846153846156
brisk	1	0	3	4	0.75
bris	0	3	6	9	0.6666666666666666
britch	0	0	1	1	1.0
brit	1	1	4	6	0.6666666666666666
bri	1	73	10	84	0.11904761904761904
broach	0	0	2	2	1.0
broad	0	1	11	12	0.9166666666666666
broads	2	0	1	3	0.3333333333333333
broc	5	0	1	6	0.16666666666666666
brogue	0	0	1	1	1.0
broil	0	0	2	2	1.0
broke	4	0	1	5	0.2
bronze	0	0	1	1	1.0
bronz	0	1	2	3	0.6666666666666666
bron	0	3	7	10	0.7
brooch	0	0	1	1	1.0
brood	0	0	5	5	1.0
brook	0	1	4	5	0.8
brooks	0	0	1	1	1.0
broom	0	0	4	4	1.0
broth	0	0	6	6	1.0
brought	0	0	1	1	1.0
brough	0	1	1	2	0.5
brou	0	2	1	3	0.3333333333333333
brow	0	9	4	13	0.3076923076923077
brown	1	0	6	7	0.8571428571428571
browse	1	0	1	2	0.5
brows	0	1	2	3	0.6666666666666666
bro	0	66	14	80	0.175
bruise	1	0	1	2	0.5
bruis	0	1	2	3	0.6666666666666666
bruit	0	0	1	1	1.0
brunch	0	0	1	1	1.0
bruns	0	0	1	1	1.0
brunt	0	0	1	1	1.0
brush	0	1	4	5	0.8
brushed	0	0	1	1	1.0
brusque	0	0	2	2	1.0
brus	0	7	1	8	0.125
brut	6	1	3	10	0.3
brute	1	0	1	2	0.5
bru	0	19	10	29	0.3448275862068966
br	0	367	1	368	0.002717391304347826
bub	2	0	5	7	0.7142857142857143
buck	0	2	20	22	0.9090909090909091
bucked	0	0	1	1	1.0
bucks	4	0	1	5	0.2
buc	3	22	1	26	0.038461538461538464
bud	1	8	8	17	0.47058823529411764
budge	5	0	1	6	0.16666666666666666
budg	0	1	7	8	0.875
buff	9	0	2	11	0.18181818181818182
buf	0	2	9	11	0.8181818181818182
bug	3	1	5	9	0.5555555555555556
bugs	0	0	1	1	1.0
build	0	0	5	5	1.0
built	0	0	1	1	1.0
bulb	1	0	3	4	0.75
bulge	0	0	1	1	1.0
bulg	1	1	1	3	0.3333333333333333
bulk	0	0	6	6	1.0
bull	6	0	17	23	0.7391304347826086
bul	0	28	10	38	0.2631578947368421
bum	0	8	6	14	0.42857142857142855
bump	0	0	8	8	1.0
bun	0	14	13	27	0.48148148148148145
bunch	0	0	5	5	1.0
bung	3	0	2	5	0.4
bunk	2	0	4	6	0.6666666666666666
bunt	1	0	3	4	0.75
buoy	1	0	4	5	0.8
bur	9	18	40	67	0.5970149253731343
burg	9	2	2	13	0.15384615384615385
burgh	0	0	2	2	1.0
burl	8	0	1	9	0.1111111111111111
burn	3	3	5	11	0.45454545454545453
burned	0	0	1	1	1.0
burns	0	0	1	1	1.0
burnt	0	0	1	1	1.0
burp	0	0	1	1	1.0
burr	3	1	1	5	0.2
burred	0	0	1	1	1.0
burst	0	0	2	2	1.0
bus	0	15	23	38	0.6052631578947368
bush	0	1	9	10	0.9
bushed	0	0	1	1	1.0
busi	5	0	2	7	0.2857142857142857
buss	2	0	1	3	0.3333333333333333
bust	5	0	2	7	0.2857142857142857
but	1	6	19	26	0.7307692307692307
butch	0	0	4	4	1.0
butt	17	1	1	19	0.05263157894736842
butte	10	0	1	11	0.09090909090909091
bux	0	0	2	2	1.0
buy	0	0	3	3	1.0
buzz	1	0	2	3	0.6666666666666666
buz	0	2	1	3	0.3333333333333333
bu	0	279	21	300	0.07
bwa	0	0	1	1	1.0
bye	0	0	1	1	1.0
byte	0	0	1	1	1.0
byz	0	0	1	1	1.0
by	0	3	13	16	0.8125
b	0	2498	1	2499	0.00040016006402561027
cab	12	0	12	24	0.5
cache	2	0	2	4	0.5
cach	2	2	1	5	0.2
cack	0	0	2	2	1.0
cac	5	5	5	15	0.3333333333333333
cad	11	3	9	23	0.391304347826087
cadge	1	0	1	2	0.5
cadg	0	1	2	3	0.6666666666666666
cae	0	0	6	6	1.0
caf	0	0	3	3	1.0
cage	2	0	3	5	0.6
cag	0	3	7	10	0.7
cairn	0	1	1	2	0.5
cairns	0	0	1	1	1.0
cais	0	0	1	1	1.0
cai	0	3	2	5	0.4
cake	0	0	2	2	1.0
cak	0	2	1	3	0.3333333333333333
calf	0	0	2	2	1.0
call	14	0	3	17	0.17647058823529413
calm	0	0	3	3	1.0
calve	0	1	1	2	0.5
calves	0	0	1	1	1.0
calv	4	2	1	7	0.14285714285714285
cal	12	11	68	91	0.7472527472527473
cam	4	12	31	47	0.6595744680851063
came	9	0	1	10	0.1
camp	11	0	11	22	0.5
can	20	7	97	124	0.782258064516129
cane	1	0	2	3	0.6666666666666666
canned	0	0	1	1	1.0
cans	0	0	1	1	1.0
cant	22	0	3	25	0.12
caou	0	0	1	1	1.0
cap	20	3	39	62	0.6290322580645161
cape	2	0	2	4	0.5
caps	11	0	1	12	0.08333333333333333
car	18	27	123	168	0.7321428571428571
card	9	1	6	16	0.375
cards	1	0	1	2	0.5
care	7	0	8	15	0.5333333333333333
carp	10	0	3	13	0.23076923076923078
cart	12	1	5	18	0.2777777777777778
carte	5	0	1	6	0.16666666666666666
carve	2	0	1	3	0.3333333333333333
carv	1	1	2	4	0.5
case	1	0	7	8	0.875
cash	0	0	5	5	1.0
cask	1	0	1	2	0.5
casque	0	0	1	1	1.0
cast	15	1	5	21	0.23809523809523808
caste	2	0	1	3	0.3333333333333333
cas	4	20	39	63	0.6190476190476191
cat	15	17	60	92	0.6521739130434783
catch	0	0	11	11	1.0
cath	4	0	6	10	0.6
caught	0	0	1	1	1.0
caulk	0	0	2	2	1.0
caul	1	2	1	4	0.25
cause	2	0	3	5	0.6
caus	3	3	7	13	0.5384615384615384
cau	0	14	18	32	0.5625
cave	4	0	2	6	0.3333333333333333
cav	4	2	18	24	0.75
caw	0	0	1	1	1.0
cay	1	0	3	4	0.75
ca	0	672	135	807	0.16728624535315986
cease	0	0	2	2	1.0
ceas	0	2	1	3	0.3333333333333333
cede	2	0	1	3	0.3333333333333333
ced	2	1	3	6	0.5
ceil	0	0	1	1	1.0
cell	9	0	2	11	0.18181818181818182
celt	0	0	1	1	1.0
cel	6	3	18	27	0.6666666666666666
cem	3	0	3	6	0.5
cent	30	0	1	31	0.03225806451612903
cen	2	1	44	47	0.9361702127659575
cere	13	0	2	15	0.13333333333333333
cert	9	0	1	10	0.1
cer	10	3	25	38	0.6578947368421053
cess	2	0	2	4	0.5
ces	1	2	2	5	0.4
cey	0	0	1	1	1.0
ce	0	110	29	139	0.20863309352517986
chab	0	0	1	1	1.0
chafe	1	0	1	2	0.5
chaff	2	0	2	4	0.5
chaf	0	3	4	7	0.5714285714285714
chain	0	0	1	1	1.0
chair	0	0	4	4	1.0
chaise	0	0	1	1	1.0
chalk	0	0	5	5	1.0
chal	2	5	8	15	0.5333333333333333
champ	3	0	1	4	0.25
cham	1	1	11	13	0.8461538461538461
chance	4	0	1	5	0.2
chanc	6	1	4	11	0.36363636363636365
change	1	0	6	7	0.8571428571428571
chang	0	6	2	8	0.25
chant	3	0	3	6	0.5
chan	0	16	18	34	0.5294117647058824
chap	1	1	15	17	0.8823529411764706
chaps	0	0	1	1	1.0
char	3	13	28	44	0.6363636363636364
chard	0	0	1	1	1.0
charge	1	1	2	4	0.5
charged	0	0	1	1	1.0
charg	0	3	2	5	0.4
charles	0	0	2	2	1.0
charm	0	0	4	4	1.0
chart	3	0	1	4	0.25
chase	1	0	1	2	0.5
chasm	1	0	1	2	0.5
chaste	4	0	3	7	0.42857142857142855
chast	7	3	2	12	0.16666666666666666
chas	0	7	12	19	0.631578947368421
chat	1	0	14	15	0.9333333333333333
chauf	0	0	1	1	1.0
chaunt	0	0	1	1	1.0
chau	0	2	2	4	0.5
cha	0	167	13	180	0.07222222222222222
cheap	0	0	5	5	1.0
cheat	0	0	3	3	1.0
check	0	1	16	17	0.9411764705882353
checked	0	0	1	1	1.0
ched	0	0	1	1	1.0
cheek	0	0	7	7	1.0
cheep	0	0	2	2	1.0
cheer	0	1	10	11	0.9090909090909091
cheers	0	0	1	1	1.0
cheese	0	0	3	3	1.0
chees	0	3	2	5	0.4
chee	0	25	1	26	0.038461538461538464
chef	0	0	1	1	1.0
chem	1	0	7	8	0.875
chert	0	0	2	2	1.0
cher	2	2	8	12	0.6666666666666666
chesh	0	0	1	1	1.0
chess	0	0	3	3	1.0
chest	1	0	2	3	0.6666666666666666
ches	0	6	2	8	0.25
chev	2	0	3	5	0.6
chew	0	0	6	6	1.0
chey	0	0	1	1	1.0
che	0	88	7	95	0.07368421052631578
chic	4	5	4	13	0.3076923076923077
chick	0	0	5	5	1.0
chide	2	0	1	3	0.3333333333333333
chid	0	1	3	4	0.75
chief	0	0	4	4	1.0
chif	0	0	3	3	1.0
chig	2	0	2	4	0.5
child	1	0	7	8	0.875
chill	7	0	3	10	0.3
chil	1	10	10	21	0.47619047619047616
chime	4	0	1	5	0.2
chimp	1	0	1	2	0.5
chim	3	2	3	8	0.375
chin	6	7	3	16	0.1875
chinch	1	0	1	2	0.5
chine	2	0	1	3	0.3333333333333333
chink	0	0	1	1	1.0
chintz	0	0	4	4	1.0
chip	0	0	6	6	1.0
chirp	0	0	1	1	1.0
chis	0	0	5	5	1.0
chit	2	0	3	5	0.6
chive	0	0	1	1	1.0
chiv	0	1	2	3	0.6666666666666666
chi	0	75	22	97	0.2268041237113402
chlor	8	0	1	9	0.1111111111111111
chlo	0	1	8	9	0.8888888888888888
chock	0	0	1	1	1.0
choc	0	1	2	3	0.6666666666666666
choice	1	0	1	2	0.5
choic	0	1	1	2	0.5
choir	0	0	2	2	1.0
choke	1	1	1	3	0.3333333333333333
chokes	0	0	1	1	1.0
chok	0	2	2	4	0.5
chol	2	0	3	5	0.6
chomp	0	0	1	1	1.0
chon	0	0	3	3	1.0
choose	1	0	1	2	0.5
choos	0	1	4	5	0.8
chop	0	1	13	14	0.9285714285714286
chops	2	0	1	3	0.3333333333333333
chord	1	0	2	3	0.6666666666666666
chore	3	0	1	4	0.25
chor	12	3	4	19	0.21052631578947367
chose	1	0	1	2	0.5
chow	0	0	2	2	1.0
cho	0	47	15	62	0.24193548387096775
chrism	0	0	1	1	1.0
christ	8	0	3	11	0.2727272727272727
chris	0	4	8	12	0.6666666666666666
chrome	0	0	1	1	1.0
chrom	7	1	1	9	0.1111111111111111
chron	3	0	5	8	0.625
chro	0	7	10	17	0.5882352941176471
chrys	1	0	3	4	0.75
chry	0	3	1	4	0.25
chub	0	0	5	5	1.0
chuck	0	0	6	6	1.0
chug	0	0	2	2	1.0
chuk	0	0	2	2	1.0
chum	0	1	7	8	0.875
chump	0	0	1	1	1.0
chunk	0	0	6	6	1.0
church	0	0	9	9	1.0
churl	0	0	3	3	1.0
churn	0	0	3	3	1.0
chute	0	0	1	1	1.0
chutz	0	0	1	1	1.0
chut	0	2	1	3	0.3333333333333333
ciao	1	0	1	2	0.5
cia	0	1	1	2	0.5
cic	1	0	5	6	0.8333333333333334
cig	1	0	2	3	0.6666666666666666
cil	0	0	5	5	1.0
cinch	1	0	1	2	0.5
cinc	2	1	3	6	0.5
cinque	0	0	1	1	1.0
cin	0	5	13	18	0.7222222222222222
